cnt_idx	ref_no	ref_norm	ref_type	sigla_prefix	marks	attach_prev	source_column	line_no	group_no
CNT-IDX-0005838	1	28 7 Lu	OTHER			0	p026-c01	20	1
CNT-IDX-0005839	1	23 6 ° lus	OTHER			0	p026-c01	21	1
CNT-IDX-0005840	1	20 32% Lu	OTHER			0	p026-c01	22	1
CNT-IDX-0005841	1	23 6 Lu	OTHER			0	p026-c01	23	1
CNT-IDX-0005842	1	26 21 lut	OTHER			0	p026-c01	24	1
CNT-IDX-0005843	1	26 20 lut	OTHER			0	p026-c01	25	1
CNT-IDX-0005844	1	26,21? lux	OTHER			0	p026-c01	26	1
CNT-IDX-0005845	1	26 22 lux	OTHER			0	p026-c01	27	1
CNT-IDX-0005846	1	26,11 lux	OTHER			0	p026-c01	28	1
CNT-IDX-0005847	1	77 48 lux	OTHER			0	p026-c01	29	1
CNT-IDX-0005848	1	99 25 Ly	OTHER			0	p026-c01	30	1
CNT-IDX-0005849	1	17,56	REF			0	p026-c01	31	1
CNT-IDX-0005849	2	99 24 Ly	OTHER			0	p026-c01	31	2
CNT-IDX-0005850	1	17 52 lye	OTHER			0	p026-c01	32	1
CNT-IDX-0005851	1	121,18	REF			0	p026-c01	33	1
CNT-IDX-0005851	2	124,68	REF			0	p026-c01	33	2
CNT-IDX-0005851	3	lyc 125,25	OTHER			0	p026-c01	33	3
CNT-IDX-0005851	4	127,85	REF			0	p026-c01	33	4
CNT-IDX-0005851	5	129,8	REF			0	p026-c01	33	5
CNT-IDX-0005851	6	Ly: 131 32 lyn	OTHER			0	p026-c01	33	6
CNT-IDX-0005852	1	17,53 lyn	OTHER			0	p026-c01	38	1
CNT-IDX-0005853	1	106 1 lyn	OTHER			0	p026-c01	39	1
CNT-IDX-0005854	1	91 34 lyv	OTHER			0	p026-c01	40	1
CNT-IDX-0005855	1	42,16 Lys	OTHER			0	p026-c01	41	1
CNT-IDX-0005856	1	122,1225	REF			0	p026-c01	42	1
CNT-IDX-0005856	2	124,23	REF			0	p026-c01	42	2
CNT-IDX-0005856	3	125 Ly: 129	OTHER			0	p026-c01	42	3
CNT-IDX-0005856	4	127,15	REF			0	p026-c01	42	4
CNT-IDX-0005856	5	182,170 Lys	OTHER			0	p026-c01	42	5
CNT-IDX-0005857	1	116 88 Lys	OTHER			0	p026-c01	45	1
CNT-IDX-0005858	1	72,57	REF			0	p026-c01	46	1
CNT-IDX-0005859	1	72,47	REF			0	p026-c01	47	1
CNT-IDX-0005859	2	101,95	REF			0	p026-c01	47	2
CNT-IDX-0005860	1	72,44	REF			0	p026-c01	48	1
CNT-IDX-0005861	1	72 45 ma	OTHER			0	p026-c01	49	1
CNT-IDX-0005862	1	72 49 Mai	OTHER			0	p026-c01	50	1
CNT-IDX-0005863	1	116 84 Ma	OTHER			0	p026-c01	51	1
CNT-IDX-0005864	1	72 £6 Ma	OTHER			0	p026-c01	52	1
CNT-IDX-0005865	1	116 81 ma	OTHER			0	p026-c01	53	1
CNT-IDX-0005866	1	116 82 mà	OTHER			0	p026-c01	54	1
CNT-IDX-0005867	1	116 83 mai	OTHER			0	p026-c01	55	1
CNT-IDX-0005868	1	41 26 mai	OTHER			0	p026-c01	56	1
CNT-IDX-0005869	1	41 25 ma	OTHER			0	p026-c01	57	1
CNT-IDX-0005870	1	95 53 Ma	OTHER			0	p026-c01	58	1
CNT-IDX-0005871	1	59 44 [	OTHER			0	p026-c01	59	1
CNT-IDX-0005872	1	59 42 Ma.	OTHER			0	p026-c01	60	1
CNT-IDX-0005873	1	101 94 mac	OTHER			0	p026-c01	61	1
CNT-IDX-0005874	1	72 £8 ma	OTHER			0	p026-c01	62	1
CNT-IDX-0005875	1	116,85	REF			0	p026-c01	63	1
CNT-IDX-0005875	2	mac	OTHER			0	p026-c01	63	2
CNT-IDX-0005876	1	50 23 oma	OTHER			0	p026-c01	64	1
CNT-IDX-0005877	1	50 22 Mac	OTHER			0	p026-c01	65	1
CNT-IDX-0005878	1	50 25 mac	OTHER			0	p026-c01	66	1
CNT-IDX-0005879	1	50 12 mac	OTHER			0	p026-c01	67	1
CNT-IDX-0005880	1	84,49	REF		°	0	p026-c01	68	1
CNT-IDX-0005880	2	93,59 mac	OTHER			0	p026-c01	68	2
CNT-IDX-0005881	1	84 49 mac	OTHER			0	p026-c01	69	1
CNT-IDX-0005882	1	59 40 mac	OTHER			0	p026-c01	70	1
CNT-IDX-0005883	1	59 43 mac	OTHER			0	p026-c01	71	1
CNT-IDX-0005884	1	82 16 Inàc	OTHER			0	p026-c01	72	1
CNT-IDX-0005885	1	109 15 mac	OTHER			0	p026-c01	73	1
CNT-IDX-0005886	1	79 40 mac	OTHER			0	p026-c01	74	1
CNT-IDX-0005887	1	79 39 Mad	OTHER			0	p026-c01	75	1
CNT-IDX-0005888	1	68 98 mad	OTHER			0	p026-c01	77	1
CNT-IDX-0005889	1	68 99 mad	OTHER			0	p026-c01	78	1
CNT-IDX-0005890	1	68 100 mae	OTHER			0	p026-c02	1	1
CNT-IDX-0005891	1	35 78 Maean:	OTHER			0	p026-c02	2	1
CNT-IDX-0005892	1	95 98 Maece	OTHER			0	p026-c02	3	1
CNT-IDX-0005893	1	95 99 ange	OTHER			0	p026-c02	4	1
CNT-IDX-0005894	1	95 97 maeni:	OTHER			0	p026-c02	5	1
CNT-IDX-0005895	1	108,806? maerel	OTHER			0	p026-c02	6	1
CNT-IDX-0005896	1	108 86 maeroi	OTHER			0	p026-c02	7	1
CNT-IDX-0005897	1	50 24 maesti 17 54 maestu	OTHER			0	p026-c02	8	1
CNT-IDX-0005898	1	111 22 Maevit	OTHER			0	p026-c02	11	1
CNT-IDX-0005899	1	111 21 ° magali	OTHER			0	p026-c02	12	1
CNT-IDX-0005900	1	111 20 magicr	OTHER			0	p026-c02	13	1
CNT-IDX-0005901	1	111 21 magis	OTHER			0	p026-c02	14	1
CNT-IDX-0005902	1	111,18 magis	OTHER			0	p026-c02	15	1
CNT-IDX-0005903	1	50 17 magis	OTHER			0	p026-c02	16	1
CNT-IDX-0005904	1	88 4 magist	OTHER			0	p026-c02	17	1
CNT-IDX-0005905	1	88 1? magist	OTHER			0	p026-c02	18	1
CNT-IDX-0005906	1	88 3! magist	OTHER			0	p026-c02	19	1
CNT-IDX-0005907	1	86 28 * magist	OTHER			0	p026-c02	20	1
CNT-IDX-0005908	1	75 44 magist	OTHER			0	p026-c02	21	1
CNT-IDX-0005909	1	116 92 magist	OTHER			0	p026-c02	22	1
CNT-IDX-0005910	1	87 10 magna	OTHER			0	p026-c02	23	1
CNT-IDX-0005911	1	96 57 magnif	OTHER			0	p026-c02	24	1
CNT-IDX-0005912	1	96 56 magnif 72 48 magnif	OTHER			0	p026-c02	25	1
CNT-IDX-0005913	1	59,41	REF			0	p026-c02	28	1
CNT-IDX-0005913	2	72 51 magnit	OTHER			0	p026-c02	28	2
CNT-IDX-0005914	1	46 25 magno	OTHER			0	p026-c02	29	1
CNT-IDX-0005915	1	46 26 magnu	OTHER			0	p026-c02	30	1
CNT-IDX-0005916	1	86 11 maàest:	OTHER			0	p026-c02	32	1
CNT-IDX-0005917	1	101 97 maior	OTHER			0	p026-c02	33	1
CNT-IDX-0005918	1	101 96 maiore	OTHER			0	p026-c02	34	1
CNT-IDX-0005919	1	113 49 maior	OTHER			0	p026-c02	36	1
CNT-IDX-0005920	1	113 50 maiore	OTHER			0	p026-c02	37	1
CNT-IDX-0005921	1	108,81	REF			0	p026-c02	38	1
CNT-IDX-0005921	2	110 62 ° maius 106 90 Malach	OTHER			0	p026-c02	38	2
CNT-IDX-0005922	1	117,8 129	OTHER			0	p026-c02	40	1
CNT-IDX-0005923	1	88 79 malach	OTHER			0	p026-c02	41	1
CNT-IDX-0005924	1	88 (9? malaci:	OTHER			0	p026-c02	42	1
CNT-IDX-0005925	1	88 78 mala f 17,58 mala n	OTHER			0	p026-c02	43	1
CNT-IDX-0005926	1	86 52 mala a	OTHER			0	p026-c02	52	1
CNT-IDX-0005927	1	86 53 male a	OTHER			0	p026-c02	53	1
CNT-IDX-0005928	1	40 82 maledic	OTHER			0	p026-c02	55	1
CNT-IDX-0005929	1	40 77 maledic	OTHER			0	p026-c02	57	1
CNT-IDX-0005930	1	113 48 maledis	OTHER			0	p026-c02	58	1
CNT-IDX-0005931	1	92,85	REF		*	0	p026-c02	60	1
CNT-IDX-0005931	2	maleta 21 89 maletee	OTHER			0	p026-c02	60	2
CNT-IDX-0005932	1	128 6 miletic	OTHER			0	p026-c02	62	1
CNT-IDX-0005933	1	100 69 male u	OTHER			0	p026-c02	63	1
CNT-IDX-0005934	1	45 39 malevo	OTHER			0	p026-c02	65	1
CNT-IDX-0005935	1	40 79 maligm	OTHER			0	p026-c02	66	1
CNT-IDX-0005936	1	40,75 malivol	OTHER			0	p026-c02	67	1
CNT-IDX-0005937	1	71 64 mallare	OTHER			0	p026-c02	68	1
CNT-IDX-0005938	1	40 80 Mallioh	OTHER			0	p026-c02	69	1
CNT-IDX-0005939	1	40 81 Mallius	OTHER			0	p026-c02	70	1
CNT-IDX-0005940	1	113 41 malobat	OTHER			0	p026-c02	72	1
CNT-IDX-0005941	1	113 43 maloba:	OTHER			0	p026-c02	73	1
CNT-IDX-0005942	1	113 42 malocor	OTHER			0	p026-c02	74	1
CNT-IDX-0005943	1	113 £0 malus	OTHER			0	p026-c02	75	1
CNT-IDX-0005944	1	113 37 malva -	OTHER			0	p026-c02	76	1
CNT-IDX-0005945	1	123,245	REF			0	p026-c02	77	1
CNT-IDX-0005945	2	127,01	REF			0	p026-c02	77	2
CNT-IDX-0005945	3	malvace 29,9 mam 1	OTHER			0	p026-c02	77	3
CNT-IDX-0005946	1	113 59 mumilla	OTHER			0	p026-c02	79	1
CNT-IDX-0005947	1	113,38 634	OTHER			0	p026-c02	80	1
CNT-IDX-0005947	2	7,65	REF			0	p026-c02	80	2
CNT-IDX-0005948	1	114,6	REF			0	p026-c03	2	1
CNT-IDX-0005949	1	117,32	REF			0	p026-c03	3	1
CNT-IDX-0005950	1	100 £8 65 71	OTHER			0	p026-c03	5	1
CNT-IDX-0005951	1	65,73	REF			0	p026-c03	8	1
CNT-IDX-0005952	1	65,72	REF			0	p026-c03	9	1
CNT-IDX-0005953	1	117,51	REF			0	p026-c03	10	1
CNT-IDX-0005954	1	48 66 9,1	OTHER			0	p026-c03	12	1
CNT-IDX-0005955	1	9,2	REF			0	p026-c03	16	1
CNT-IDX-0005956	1	9,2	REF		*	0	p026-c03	18	1
CNT-IDX-0005957	1	6,29	REF			0	p026-c03	19	1
CNT-IDX-0005958	1	6,30	REF			0	p026-c03	20	1
CNT-IDX-0005959	1	6 50%	OTHER			0	p026-c03	21	1
CNT-IDX-0005960	1	"6 30"""	OTHER			0	p026-c03	22	1
CNT-IDX-0005961	1	36,36	REF			0	p026-c03	23	1
CNT-IDX-0005962	1	36,36	REF		*	0	p026-c03	24	1
CNT-IDX-0005963	1	25,25	REF			0	p026-c03	25	1
CNT-IDX-0005964	1	122,140	REF			0	p026-c03	26	1
CNT-IDX-0005965	1	122,139	REF			0	p026-c03	27	1
CNT-IDX-0005966	1	25,24	REF			0	p026-c03	28	1
CNT-IDX-0005967	1	25,23	REF			0	p026-c03	29	1
CNT-IDX-0005968	1	25,26	REF			0	p026-c03	30	1
CNT-IDX-0005969	1	25,22 48 64	OTHER			0	p026-c03	31	1
CNT-IDX-0005970	1	38 72 28,27	OTHER			0	p026-c03	34	1
CNT-IDX-0005971	1	31,15	REF			0	p026-c03	38	1
CNT-IDX-0005972	1	28,28	REF		°	0	p026-c03	39	1
CNT-IDX-0005973	1	21,13	REF			0	p026-c03	40	1
CNT-IDX-0005974	1	28 28 * 51,77	OTHER			0	p026-c03	41	1
CNT-IDX-0005974	2	62,57	REF			0	p026-c03	41	2
CNT-IDX-0005975	1	121,106	REF			0	p026-c03	43	1
CNT-IDX-0005975	2	124	REF			0	p026-c03	43	2
CNT-IDX-0005976	1	152,156 1 83,8	OTHER			0	p026-c03	45	1
CNT-IDX-0005977	1	60 8 121 21	OTHER			0	p026-c03	47	1
CNT-IDX-0005977	2	131 10 1 125,8	OTHER			0	p026-c03	47	2
CNT-IDX-0005978	1	104,32	REF		°	0	p026-c03	51	1
CNT-IDX-0005979	1	60,10	REF			0	p026-c03	52	1
CNT-IDX-0005980	1	21,50	REF			0	p026-c03	53	1
CNT-IDX-0005981	1	6,80	REF			0	p026-c03	54	1
CNT-IDX-0005982	1	6,84	REF			0	p026-c03	55	1
CNT-IDX-0005983	1	6,82	REF			0	p026-c03	56	1
CNT-IDX-0005984	1	6,835	REF			0	p026-c03	57	1
CNT-IDX-0005985	1	6,81	REF			0	p026-c03	58	1
CNT-IDX-0005986	1	20,2	REF		*	0	p026-c03	59	1
CNT-IDX-0005987	1	26,2	REF		°	0	p026-c03	60	1
CNT-IDX-0005988	1	"26 2"""	OTHER			0	p026-c03	61	1
CNT-IDX-0005989	1	323,72	REF			0	p026-c03	62	1
CNT-IDX-0005990	1	30,72	REF			0	p026-c03	63	1
CNT-IDX-0005991	1	33,28	REF			0	p026-c03	64	1
CNT-IDX-0005992	1	33,78	REF			0	p026-c03	65	1
CNT-IDX-0005993	1	33. 76	OTHER			0	p026-c03	66	1
CNT-IDX-0005994	1	33 74 128 49 117.22 117 21 1. 35	OTHER			0	p026-c03	67	1
CNT-IDX-0005995	1	97,32	REF			0	p026-c03	73	1
CNT-IDX-0005996	1	98 71 2 114 104 31	OTHER			0	p026-c03	74	1
CNT-IDX-0005997	1	104. 32 5 l1 111 93?	OTHER			0	p026-c03	78	1
CNT-IDX-0005998	1	111,92	REF			0	p027-c00	1	1
CNT-IDX-0005999	1	111	REF			0	p027-c00	2	1
CNT-IDX-0006000	1	111,95	REF			0	p027-c00	3	1
CNT-IDX-0006001	1	121,46	REF			0	p027-c00	4	1
CNT-IDX-0006002	1	120 34”	OTHER			0	p027-c00	5	1
CNT-IDX-0006003	1	120,34	REF		°	0	p027-c00	6	1
CNT-IDX-0006003	2	1 125,44	OTHER			0	p027-c00	6	2
CNT-IDX-0006003	3	127,46	REF			0	p027-c00	6	3
CNT-IDX-0006004	1	44,15	REF			0	p027-c00	8	1
CNT-IDX-0006005	1	117,36	REF			0	p027-c00	9	1
CNT-IDX-0006006	1	44,19	REF			0	p027-c00	10	1
CNT-IDX-0006007	1	44,20	REF			0	p027-c00	11	1
CNT-IDX-0006008	1	44,18	REF			0	p027-c00	12	1
CNT-IDX-0006009	1	117,35	REF			0	p027-c00	13	1
CNT-IDX-0006010	1	50,62	REF			0	p027-c00	14	1
CNT-IDX-0006011	1	105,1	REF			0	p027-c00	15	1
CNT-IDX-0006012	1	104,32	REF			0	p027-c00	16	1
CNT-IDX-0006013	1	105,2	REF			0	p027-c00	17	1
CNT-IDX-0006014	1	46,8	REF			0	p027-c00	18	1
CNT-IDX-0006015	1	32,98	REF			0	p027-c00	19	1
CNT-IDX-0006016	1	30,58	REF			0	p027-c00	20	1
CNT-IDX-0006017	1	112,89	REF			0	p027-c00	21	1
CNT-IDX-0006018	1	112,9	REF			0	p027-c00	22	1
CNT-IDX-0006019	1	112,91	REF			0	p027-c00	23	1
CNT-IDX-0006020	1	67,76	REF			0	p027-c00	24	1
CNT-IDX-0006021	1	97,12	REF			0	p027-c00	25	1
CNT-IDX-0006022	1	33,64	REF			0	p027-c00	26	1
CNT-IDX-0006023	1	117,23	REF			0	p027-c00	27	1
CNT-IDX-0006024	1	45,98	REF			0	p027-c00	28	1
CNT-IDX-0006025	1	45,97	REF			0	p027-c00	29	1
CNT-IDX-0006026	1	50,14	REF			0	p027-c00	30	1
CNT-IDX-0006027	1	47,23	REF			0	p027-c00	31	1
CNT-IDX-0006028	1	47,26	REF			0	p027-c00	32	1
CNT-IDX-0006029	1	47,26	REF			0	p027-c00	33	1
CNT-IDX-0006030	1	47,24	REF			0	p027-c00	34	1
CNT-IDX-0006031	1	99,15	REF			0	p027-c00	35	1
CNT-IDX-0006032	1	83,76	REF		°	0	p027-c00	36	1
CNT-IDX-0006033	1	67,75	REF			0	p027-c00	37	1
CNT-IDX-0006034	1	67,77	REF			0	p027-c00	38	1
CNT-IDX-0006035	1	120 11?	OTHER			0	p027-c00	39	1
CNT-IDX-0006036	1	67,79	REF			0	p027-c00	40	1
CNT-IDX-0006037	1	67 ¢3	OTHER			0	p027-c00	42	1
CNT-IDX-0006038	1	67 7.	OTHER			0	p027-c00	43	1
CNT-IDX-0006039	1	67	REF			0	p027-c00	44	1
CNT-IDX-0006040	1	97,90	REF			0	p027-c00	45	1
CNT-IDX-0006041	1	100,24	REF			0	p027-c00	46	1
CNT-IDX-0006042	1	117,6	REF			0	p027-c00	47	1
CNT-IDX-0006043	1	113,47	REF			0	p027-c00	48	1
CNT-IDX-0006044	1	113,44	REF			0	p027-c00	49	1
CNT-IDX-0006045	1	113,46	REF			0	p027-c00	50	1
CNT-IDX-0006046	1	113 d:	OTHER			0	p027-c00	51	1
CNT-IDX-0006047	1	117,5	REF			0	p027-c00	52	1
CNT-IDX-0006048	1	88,27	REF			0	p027-c00	53	1
CNT-IDX-0006049	1	88,2	REF			0	p027-c00	54	1
CNT-IDX-0006050	1	113,45	REF			0	p027-c00	55	1
CNT-IDX-0006051	1	117,4	REF			0	p027-c00	56	1
CNT-IDX-0006051	2	122,1:	OTHER			0	p027-c00	56	2
CNT-IDX-0006052	1	11	REF			0	p027-c00	58	1
CNT-IDX-0006053	1	117,1	REF			0	p027-c00	59	1
CNT-IDX-0006054	1	117	REF			0	p027-c00	60	1
CNT-IDX-0006055	1	117	REF			0	p027-c00	61	1
CNT-IDX-0006056	1	1	REF			0	p027-c00	62	1
CNT-IDX-0006057	1	117	REF			0	p027-c00	63	1
CNT-IDX-0006058	1	11’	OTHER			0	p027-c00	66	1
CNT-IDX-0006059	1	117	REF			0	p027-c00	67	1
CNT-IDX-0006060	1	73,66	REF			0	p027-c00	69	1
CNT-IDX-0006061	1	85	REF			0	p027-c00	70	1
CNT-IDX-0006062	1	111	REF			0	p027-c00	72	1
CNT-IDX-0006063	1	114,11	REF			0	p027-c00	73	1
CNT-IDX-0006064	1	99,74	REF			0	p027-c00	74	1
CNT-IDX-0006065	1	99 31 181 112	OTHER			0	p027-c01	1	1
CNT-IDX-0006066	1	119,29	REF			0	p027-c01	4	1
CNT-IDX-0006066	2	131	REF			0	p027-c01	4	2
CNT-IDX-0006067	1	73 67 24,81	OTHER			0	p027-c01	5	1
CNT-IDX-0006067	2	maritalis 56 34 °	OTHER		°	0	p027-c01	5	2
CNT-IDX-0006067	3	73 131,49 maritunus 73 68	OTHER			0	p027-c01	5	3
CNT-IDX-0006068	1	56,34	REF			0	p027-c01	8	1
CNT-IDX-0006069	1	119,28	REF			0	p027-c01	9	1
CNT-IDX-0006069	2	124 1 131 110	OTHER			0	p027-c01	9	2
CNT-IDX-0006070	1	94,48	REF			0	p027-c01	11	1
CNT-IDX-0006070	2	100,8	REF			0	p027-c01	11	2
CNT-IDX-0006071	1	04,48 ? *	OTHER		*	0	p027-c01	12	1
CNT-IDX-0006071	2	10€	OTHER			0	p027-c01	12	2
CNT-IDX-0006072	1	84,41	REF			0	p027-c01	13	1
CNT-IDX-0006073	1	55,69	REF			0	p027-c01	14	1
CNT-IDX-0006074	1	117,53	REF			0	p027-c01	15	1
CNT-IDX-0006075	1	55,70	REF			0	p027-c01	16	1
CNT-IDX-0006076	1	128,24	REF			0	p027-c01	17	1
CNT-IDX-0006077	1	119,34	REF			0	p027-c01	18	1
CNT-IDX-0006077	2	125	REF			0	p027-c01	18	2
CNT-IDX-0006078	1	62,55	REF			0	p027-c01	19	1
CNT-IDX-0006079	1	55,48	REF			0	p027-c01	20	1
CNT-IDX-0006079	2	60,18	REF			0	p027-c01	20	2
CNT-IDX-0006080	1	55,48	REF		*	0	p027-c01	21	1
CNT-IDX-0006080	2	60	REF			0	p027-c01	21	2
CNT-IDX-0006081	1	17,70	REF			0	p027-c01	23	1
CNT-IDX-0006082	1	84,40	REF			0	p027-c01	24	1
CNT-IDX-0006083	1	84 10?	OTHER			0	p027-c01	25	1
CNT-IDX-0006084	1	17,59	REF			0	p027-c01	26	1
CNT-IDX-0006085	1	117,54	REF			0	p027-c01	27	1
CNT-IDX-0006086	1	117,50	REF			0	p027-c01	28	1
CNT-IDX-0006087	1	91,54	REF			0	p027-c01	29	1
CNT-IDX-0006088	1	84,56	REF			0	p027-c01	30	1
CNT-IDX-0006089	1	84,57	REF			0	p027-c01	31	1
CNT-IDX-0006090	1	48,60	REF			0	p027-c01	32	1
CNT-IDX-0006091	1	117,39	REF			0	p027-c01	33	1
CNT-IDX-0006092	1	117,57	REF			0	p027-c01	34	1
CNT-IDX-0006093	1	117,58	REF			0	p027-c01	35	1
CNT-IDX-0006094	1	55,22	REF			0	p027-c01	36	1
CNT-IDX-0006095	1	83,23	REF			0	p027-c01	37	1
CNT-IDX-0006096	1	29,71	REF			0	p027-c01	38	1
CNT-IDX-0006097	1	33,10	REF			0	p027-c01	39	1
CNT-IDX-0006098	1	37,43	REF			0	p027-c01	40	1
CNT-IDX-0006099	1	55,99	REF			0	p027-c01	41	1
CNT-IDX-0006100	1	100,11	REF			0	p027-c01	42	1
CNT-IDX-0006101	1	48 67 28 Mathusalem 124,54	OTHER			0	p027-c01	43	1
CNT-IDX-0006101	2	"12"""	OTHER			0	p027-c01	43	2
CNT-IDX-0006102	1	91,27	REF			0	p027-c01	45	1
CNT-IDX-0006103	1	98,39	REF			0	p027-c01	46	1
CNT-IDX-0006104	1	98,40	REF			0	p027-c01	47	1
CNT-IDX-0006105	1	121,118	REF			0	p027-c01	48	1
CNT-IDX-0006106	1	79,52	REF			0	p027-c01	52	1
CNT-IDX-0006107	1	79 51 8 Matusalam (— Iem) 12 195 11	OTHER			0	p027-c01	53	1
CNT-IDX-0006107	2	131 13 1	OTHER			0	p027-c01	53	2
CNT-IDX-0006107	3	124 matutinalis 46 9 * 32,171 matutinum 46 9 7 13 Mauricius 128 22 3 Maurieus 94 45 8	OTHER			0	p027-c01	53	3
CNT-IDX-0006107	4	Mauritania 94 46 17,7 mavis 91,47 117,15 mavult 21 41 117,16 mavultis 21 44 9 maxima ex parte 31 1 117,10 maxima in parte 31 1	OTHER			0	p027-c01	53	4
CNT-IDX-0006108	1	31,8	REF			0	p027-c01	69	1
CNT-IDX-0006109	1	31,9	REF			0	p027-c01	70	1
CNT-IDX-0006110	1	7 18 0 —	OTHER			0	p027-c01	73	1
CNT-IDX-0006111	1	80 43 08	OTHER			0	p027-c02	2	1
CNT-IDX-0006111	2	meam 8 49	OTHER			0	p027-c02	2	2
CNT-IDX-0006112	1	8 17 111 meas 7 94	OTHER			0	p027-c02	4	1
CNT-IDX-0006113	1	80,39	REF			0	p027-c02	6	1
CNT-IDX-0006114	1	1,71	REF			0	p027-c02	8	1
CNT-IDX-0006115	1	128,30	REF			0	p027-c02	9	1
CNT-IDX-0006116	1	81,3	REF			0	p027-c02	11	1
CNT-IDX-0006117	1	85 85 89 mediastinus 56 38	OTHER			0	p027-c02	12	1
CNT-IDX-0006118	1	111,7	REF			0	p027-c02	14	1
CNT-IDX-0006119	1	111,6	REF			0	p027-c02	15	1
CNT-IDX-0006120	1	111,5	REF			0	p027-c02	16	1
CNT-IDX-0006121	1	85,86	REF			0	p027-c02	17	1
CNT-IDX-0006122	1	56 43 101 mediocritas 56 44	OTHER			0	p027-c02	18	1
CNT-IDX-0006123	1	86,95	REF			0	p027-c02	21	1
CNT-IDX-0006124	1	56,40	REF			0	p027-c02	23	1
CNT-IDX-0006125	1	56,39	REF			0	p027-c02	24	1
CNT-IDX-0006126	1	56,35	REF			0	p027-c02	25	1
CNT-IDX-0006127	1	68,53	REF			0	p027-c02	26	1
CNT-IDX-0006128	1	56,41	REF			0	p027-c02	27	1
CNT-IDX-0006129	1	85,84	REF			0	p027-c02	28	1
CNT-IDX-0006130	1	88,37	REF			0	p027-c02	29	1
CNT-IDX-0006131	1	68,58	REF			0	p027-c02	30	1
CNT-IDX-0006132	1	68,57	REF			0	p027-c02	31	1
CNT-IDX-0006133	1	8,35	REF			0	p027-c02	32	1
CNT-IDX-0006134	1	109,22	REF			0	p027-c02	34	1
CNT-IDX-0006135	1	111 76 190,34	OTHER			0	p027-c02	35	1
CNT-IDX-0006135	2	121,22	REF			0	p027-c02	35	2
CNT-IDX-0006135	3	124,61	REF			0	p027-c02	35	3
CNT-IDX-0006135	4	125,18	REF			0	p027-c02	35	4
CNT-IDX-0006135	5	131,19	REF			0	p027-c02	35	5
CNT-IDX-0006136	1	104,51	REF			0	p027-c02	39	1
CNT-IDX-0006137	1	104,51	REF		^	0	p027-c02	40	1
CNT-IDX-0006138	1	2,115	REF			0	p027-c02	41	1
CNT-IDX-0006139	1	109 23?	OTHER			0	p027-c02	42	1
CNT-IDX-0006140	1	109,23	REF			0	p027-c02	43	1
CNT-IDX-0006141	1	79,44	REF			0	p027-c02	46	1
CNT-IDX-0006142	1	19,42	REF			0	p027-c02	47	1
CNT-IDX-0006143	1	"51 34 ° 124 mementu (?) 51 34"" 15"	OTHER			0	p027-c02	48	1
CNT-IDX-0006143	2	memet 91 20	OTHER			0	p027-c02	48	2
CNT-IDX-0006144	1	91 92 1,1	OTHER			0	p027-c02	51	1
CNT-IDX-0006144	2	memorabilis 30 17	OTHER			0	p027-c02	51	2
CNT-IDX-0006145	1	87,37	REF			0	p027-c02	58	1
CNT-IDX-0006146	1	67,95	REF			0	p027-c02	59	1
CNT-IDX-0006147	1	40,59	REF			0	p027-c02	62	1
CNT-IDX-0006148	1	67,94	REF			0	p027-c02	63	1
CNT-IDX-0006149	1	67,91	REF			0	p027-c02	64	1
CNT-IDX-0006150	1	117,40	REF			0	p027-c02	65	1
CNT-IDX-0006151	1	34 86 1 menses 62 33 0 mensibus 62 35	OTHER			0	p027-c02	67	1
CNT-IDX-0006152	1	62,32	REF			0	p027-c02	70	1
CNT-IDX-0006153	1	62 4?	OTHER			0	p027-c02	71	1
CNT-IDX-0006154	1	62,46	REF			0	p027-c02	72	1
CNT-IDX-0006155	1	62,10	REF			0	p027-c02	73	1
CNT-IDX-0006156	1	62,50	REF			0	p027-c02	74	1
CNT-IDX-0006157	1	62,30	REF			0	p027-c02	75	1
CNT-IDX-0006158	1	62,45	REF			0	p027-c03	1	1
CNT-IDX-0006159	1	62,44	REF			0	p027-c03	2	1
CNT-IDX-0006160	1	62,43	REF			0	p027-c03	3	1
CNT-IDX-0006161	1	62,41	REF			0	p027-c03	5	1
CNT-IDX-0006162	1	62,49	REF			0	p027-c03	6	1
CNT-IDX-0006163	1	62,18	REF			0	p027-c03	7	1
CNT-IDX-0006164	1	69,51	REF			0	p027-c03	8	1
CNT-IDX-0006165	1	62,47	REF			0	p027-c03	9	1
CNT-IDX-0006166	1	62,52	REF			0	p027-c03	10	1
CNT-IDX-0006167	1	12,70	REF			0	p027-c03	11	1
CNT-IDX-0006168	1	42,46	REF			0	p027-c03	12	1
CNT-IDX-0006169	1	42,17	REF			0	p027-c03	13	1
CNT-IDX-0006170	1	42,48	REF			0	p027-c03	14	1
CNT-IDX-0006171	1	12,49	REF			0	p027-c03	15	1
CNT-IDX-0006172	1	72 63?	OTHER			0	p027-c03	16	1
CNT-IDX-0006173	1	72,69	REF			0	p027-c03	17	1
CNT-IDX-0006174	1	62,34	REF			0	p027-c03	18	1
CNT-IDX-0006175	1	16,13	REF			0	p027-c03	19	1
CNT-IDX-0006176	1	16,14	REF			0	p027-c03	20	1
CNT-IDX-0006177	1	16,20	REF			0	p027-c03	21	1
CNT-IDX-0006178	1	16,16	REF			0	p027-c03	22	1
CNT-IDX-0006179	1	16,18	REF			0	p027-c03	23	1
